comment,sentiment,length
meri trf se thanks kh dena,neutral,26
tum b zara de dena hamara thanks,neutral,32
mri traf se thank u krdena,neutral,26
lol tum dono k ammi abbu ko shukriya meri taraf se p p,neutral,54
shukriya kh dyna meri trf sy,neutral,28
anty ko meri taraf se thank you keh dena,neutral,40
teri ami ka tu khudi shukriya adaa kr daien maha namoniyeee,neutral,59
ary koi bat nahi beta ye to meri majbori thi kiu,neutral,48
meri taraf s tum he bol dena mama papa ko,neutral,41
meri tarf se phupho ka b krna d,neutral,31
haan g ap karty hon gy na ap or saif tu waqey namony frds ak dosaray ko kah sakty hain lkin sub assy nhi hoty,neutral,109
main toh uncle aunti ko personally shukriya ada karne aao gi p,neutral,62
uncle r anti ko whatsapp krdy meri traf sayy,neutral,44
uncle aunty ko mere traf se thank u karo,neutral,40
shukria jaisay namonay ko meray lye rkhnay k lye,neutral,48
myra khalid say thanks to them,neutral,30
main jo kuch bhi hoon aaj uske liye main khud zumedaar hoon,neutral,59
phir to bahut talented hain aap mujhe impress krne mai aik bhe kami nahi ki tune proud hon mai aapke chichoraypan sy hahahahha,neutral,126
p aunty ko meri taraf se thanks kardena pls make sure aunty ko mera thanks mil jaaye,neutral,84
haha mari wan plz,neutral,17
hahahaha aik bat ae thi idr nahi bolti,neutral,38
uncle anti ko thanks bol meri trf se,neutral,36
jan anti uncl ko thanks bolo meri trf sy,neutral,40
wanna tag choti chachi hai chaccha,neutral,34
ambrin aman thnku uncle aunti kiyaa kiyaaa namoneee paidaaa kee haai,neutral,68
abadullah bas nur kho poe ye,neutral,28
yahn anti ko tag krna chahye tha mje,neutral,36
add nahi hn na mry sath wrna kr deti tag unhn b,neutral,47
meri taraf se aunty ko shukriya keh dain pls,neutral,44
kahan hn aunty shukrya krna hai unka,neutral,36
magar namooni insta pr lagi rehti hai fb kholnay ka waqt he nahi milta,neutral,70
hassanthanks to uncle aunty,neutral,27
hahah aunty khe munji trf kaha thanks,neutral,37
meri tarf sy apny parents to thanks bol dena,neutral,44
tu b bol dei janu,neutral,17
wo mery husbnd ny tm sy pehly he bol dia,neutral,40
chal ab main b bol rhi,neutral,22
es dfa unko thanks lazmi bolu ga,neutral,32
aap khud mil k kardain shukriya,neutral,31
tm bhi bol dena,neutral,15
mein ny bol diya hai already,neutral,28
mera b pegam e shukrya anti ko dy djye ga d,neutral,43
hahahahaha thanks to uncle aunty,neutral,32
chal aunty k bhot thank you hahaha,neutral,34
yar unho n galti to kr d pr phr b thank u keh e dai mri trf s,neutral,61
haan per treat toh do pehle,neutral,27
tm mery bghair kesy raho gi saman bs yhi soch kr nahi mrti me,neutral,61
pyar andha hota hai,neutral,19
phlii hy baar hoga jo koi es par shukriyaa kahy ga d,neutral,52
hogya ab to,neutral,11
meri taraf se shukria bol dena mamma ko,neutral,39
hahha dafaan,neutral,12
apni amma ko dekha dna ya mri trf se,neutral,36
khudi he dekha deymery pass time nahi hai,neutral,41
bht zada masroof hn,neutral,19
aunty ko thank u keh deen meri taraf say,neutral,40
yhn kuch bol bhe nae skti,neutral,25
thanks bolne ao,neutral,15
aunti ko wish krna chahiye tha mjhay,neutral,36
kea to unho ny apny ley tha,neutral,27
meri trf sy aunty ko kah daina,neutral,30
hahaahaa samney bolnaa hawn,neutral,27
hahaahaaa sahi hy,neutral,17
ok tu bhi thank you bol dae uncle aunty ko mere tarf saywo alag baat hy wo khud boht sharminda hyn tujhy paida kr k,neutral,115
hayyee mai mar jawa p,neutral,21
khass tor pa afshan ajj ka scene dekh kar,neutral,41
thnx kh dena apny amma abba ko meri trf se,neutral,42
mr and mrs abdulrazzaq ka b humour match avain nahi hondy,neutral,57
thank you bol dena uncle auntie ko,neutral,34
meri taraf se bhi keh dena,neutral,26
okay wo abhi welcome keh rai,neutral,28
aunty ko tag kr me nay thank u kehna hey,neutral,40
uncle ko thanks keh dayn meri taraf say,neutral,39
uncle aunty ko mri tarf se thanks bol dyna,neutral,42
hahahah welcome n tum b bol dena,neutral,32
uncle rafiq or uncel altaf ka bhatt bhtt shukriiyaa,neutral,51
yeah sure unky liy b nmona he hai,neutral,33
hahahahha unka phone number le lou direct houjao,neutral,48
anti sukriya ko brdasht b kr gae ap,neutral,35
thankyou aunty and jalil uncle,neutral,30
how to thanks uncle n aunt,neutral,26
mje pizza khila k,neutral,17
ok nikal giii,neutral,13
hahaha patlii galii se,neutral,22
uncle aunty ko thanx bolna,neutral,26
meri taraf sy bhi thanks krna,neutral,29
mein be tumharay ami abu ko personally ja kay shukria ada karu ge p,neutral,67
meri traf se thnx bol do aunti ko,neutral,33
tum b bol do uncle anti ko,neutral,26
wase mjhe ye apko tag karna tha,neutral,31
meri taraf se apnay walidain ko shukriya pohancha dain,neutral,54
okay puhncha dun gi,neutral,19
aap b apne walidein ko mera shukriya ada kr do,neutral,46
a k khud bolii,neutral,14
abi uncle aunty ki thank you bolne ati hun,neutral,42
app k maa pyo kaa intahaii shukriyaa jinho nay mujhy aisy namoonay diay,neutral,71
meri taraf se aunty ko b thx bol dena plzzz,neutral,43
uncle aunty ki id dena na uny thanks bolna,neutral,42
nahi nahi krna mujyyyy,neutral,22
acha khod kah dena,neutral,18
logun sy kaho k mera shukriya aada karyn,neutral,40
tu mehsoos kr bss,neutral,17
hahaha knjrrrr wessy kabbb arahiii,neutral,34
kar dy shukryaa aadaa unblok kar k,neutral,34
me keh due gi apny mammi baba ko,neutral,32
shukriya kehna mera unhy,neutral,24
tum khud personally keh dena,neutral,28
aunty fb p hain,neutral,15
nhi mjhy hi boldo,neutral,17
to kab arai ho thank you karne,neutral,30
buhat jald,neutral,10
uncle ka id bta,neutral,15
aunty uncle ko dikha do ye meri taraf se,neutral,40
hahahaha sunati hoon,neutral,20
haha same tbiii me auntyyy sy itna krti,neutral,39
gul sahab ko meri trf se shukria bolna,neutral,38
thank you uncle aunti warna mera kiya hota,neutral,42
namoona to ap hi hain,neutral,21
meeeeeeennnn toooo nahi hn,neutral,26
amee baba ta zama taraf na thank u uwaya,neutral,40
spog sajidai aooo shujat ta me shukriyaa waya,neutral,45
thanku aunty uncle,neutral,18
tumhari ammi ko tag karna hai wait,neutral,34
say my thanks to them,neutral,21
alright baby,neutral,12
aunty uncle ko dekha dena,neutral,25
g or ap bhi aunty ko tag kar dain yahan unka or uncle ka bht bht shukryaa ye namoona is dunya main laany k lye,neutral,110
hahahahahah namooni,neutral,19
wohi wohi,neutral,9
anty or chachu ko bol dna han,neutral,29
ji haazur,neutral,9
laibatahir kb milwa re phrr,neutral,27
abi aja,neutral,7
namoni aunty ko tag kr,neutral,22
you too,neutral,7
mamo mami ka shukariya,neutral,22
bey jitna shukriya ada kru kaam hai,neutral,35
luv all babesssss,neutral,17
afsos karna hai unse k unki beti bohat manhoos,neutral,46
tm b mr jati phr,neutral,16
hahahahaha tag her,neutral,18
uncle ko keh dena,neutral,17
same msg drshafiq anwar,neutral,23
mama ko dikha de meri trf se ye,neutral,31
hahahah okayyy,neutral,14
salute uncle aunty ko,neutral,21
tu b aunty ko thanks bol,neutral,24
ok baby,neutral,7
aaj he bol dena meri taraf se,neutral,29
hahahha ok jani r kuch,neutral,22
thank you aunty,neutral,15
thank you uncle anti,neutral,20
hahaha rulaye gi kya pagli,neutral,26
arey ghr ana prega abb,neutral,22
cl krle,neutral,7
abu ka num do thanks bolna,neutral,26
hahaha,neutral,6
apna parents ko thanks kaho,neutral,27
welcome,neutral,7
kulsoom qureshi,neutral,15
im just going to tag u in this but u tagged me before ahhhh,neutral,59
thanks to aunti,neutral,15
aunty ko thanx bolna,neutral,20
tu b kri,neutral,8
ok,neutral,2
indeed,neutral,6
haha dramiiiii,neutral,14
lol,neutral,3
ab anti ko to tag krny se rh m q,neutral,32
hhahhahah main msg deliver kr don gi,neutral,36
meri taraf se apne parents ka kr dena,neutral,37
zaroor,neutral,6
tu namona hai mera,neutral,18
hahahha ar tu namoni hai mere,neutral,29
thank you bol,neutral,13
thanks bol dana khala ami ko,neutral,28
chal ae chal,neutral,12
i want to,neutral,9
chl kr a kay,neutral,12
invite me _,neutral,11
okay dear miss it is stated that you are invited to my home any time to thank my parents for my birth yours sincerely x y z,neutral,123
xyz u hv to call me n,neutral,21
balance nahi hai mere pass,neutral,26
ye joh prem katha likhi hai na upr isi ko invite nama kehte hain,neutral,64
nahi main aunti ko waisy he txt kr dun gi,neutral,41
wo txt nhi prhti,neutral,16
okay,neutral,4
ma a k aunty ko thanks kahon gi,neutral,31
d,neutral,1
hhahah main to almost roz milti,neutral,31
sbr kro abi bolti hn,neutral,20
ashooo,neutral,6
tere too,neutral,8
thanx keh dena aunty ko mri tarf sy,neutral,35
keh diya hy ab tu b anty ko thanks keh dena ar kehna k apki azmat ko salam hy tm ko peada krny ar bardasht krny k leye,neutral,118
same to u,neutral,9
thanku to uncle aunty,neutral,21
hahahah u love me pls,neutral,21
say thankssss to uncle,neutral,22
koi thanks bol daen meri tarf sy,neutral,32
ok dear,neutral,7
channnn channn channn,neutral,21
samjh gai matlub,neutral,16
haaan zahir hai ub me nae samjhongi tu kon samjy ga,neutral,51
khamkha to apna jigro nahi banaya,neutral,33
bari mehrabani ap ki,neutral,20
plz say thanx to them,neutral,21
aa k krdijyega,neutral,14
yad se krna thankyou,neutral,20
han han mene kardiya aunty apka thankew,neutral,39
ganta uncle aunty ko kr bee,neutral,27
thanks to your parents,neutral,22
jee,neutral,3
meri taraf se aunty ko thanks,neutral,29
p aunty ko send kerdo,neutral,21
han print ker kay lay ja,neutral,24
thnkew kh dena meri trf se,neutral,26
hahah khud keh dooo,neutral,19
ammi papa ko thanks bolna,neutral,25
say thnx to aunty d,neutral,19
uncle anti ka same thanks frommy side toop,neutral,42
thnx khna meri trf sy,neutral,21
mri trf sy kr dna thnx,neutral,22
apni ammi ko dikha de,neutral,21
say my thanks to uncle aunty,neutral,28
kaha marey juthi ksm,neutral,20
nh jannnnn,neutral,10
uncle aunty ka koi account hai kya,neutral,34
hehehe g haai,neutral,13
anti ko slam k sath tnkx boli,neutral,29
acha,neutral,4
aunty ko salam dei mera,neutral,23
hahahha walaikum slam,neutral,21
uncle anty ko thanks kehna,neutral,26
hahaha jo hukum,neutral,15
maryam thnx kr dy anti ko,neutral,25
hahaha my na hti to apka kya hta,neutral,32
apna parents ko bol deyo,neutral,24
meri trf se b thankk thankoo,neutral,28
baaji yhe apk liue,neutral,18
aunty ko thnx bol,neutral,17
ok boss,neutral,7
ll i was abut t tag yu that yu can tag my parents and at nce saw yur cmment,neutral,75
hahaha dekh lyoopsss uncle ko krna bhol gai,neutral,43
llll,neutral,4
teri mama ki id kya hy,neutral,22
mama is not on facebook,neutral,23
uncle ko call krti hn,neutral,21
tmhari ammi ko tag kron,neutral,23
nahi rehne de behn d,neutral,20
shammo,neutral,6
mazhar uncel ko tag karo,neutral,24
maqbool khe inform kyan man pehryan,neutral,35
hao,neutral,3
num dy uncle unty ka,neutral,20
,neutral,0
yeh tu e hai,neutral,12
awwww mela baby,neutral,15
aunti ko salam n shukeriya bolna plz,neutral,36
nahi dono hi fb pr nahi hyn,neutral,27
papa dayo aur mama dayo k to charan sparsh krne chaiye itne lambey namoney k liye,neutral,81
acha sorry,neutral,10
namooni ho gi tu tere bchy,neutral,26
acha jee,neutral,8
hahhahadagahahahaha,neutral,19
aunty ko paigham da dai p,neutral,25
mere sheer mere cheety,neutral,22
aunty ko bol daina,neutral,18
phncha dyn,neutral,10
marr ja kithy ja k hraman,neutral,25
aunty ko shukria bolin,neutral,22
zarar,neutral,5
thncx bol,neutral,9
pehlay tu bol,neutral,13
aunti bht bht shukriya,neutral,22
uncle thank you,neutral,15
hahahahha,neutral,9
farida ain ishaq k dher sariyun dhannewad,neutral,41
fortunately she isnt on fb tu apni ami ki bta dy,neutral,48
itni muhabbat na kr mere yr,neutral,27
aunty ko dekha deyna,neutral,20
pay my regards mate,neutral,19
same here bro p,neutral,15
shukriya keh dena yaar,neutral,22
bilkull kehti hoon abhi tum bhi auntie ko janab utha k dance karna bht jhooomne lol khud girr jana unhe matt girana n end pe kehna shukriya mujhe jamne k liye qubtia veeechari nu me mill gayi lol,neutral,195
mera khaas shukriya krna toh bnta hai naaa d d d,neutral,48
i was about to tag you in this,neutral,30
seriously,neutral,9
d thanks bol dena meri tarf se ami abu ko,neutral,41
thanx a lot aunty caru amir ke liye,neutral,35
shokhi,neutral,6
haha,neutral,4
sure bitch,neutral,10
acha kud bol do aia k,neutral,21
say my thanks to aunty,neutral,22
namoni,neutral,6
sahi hai beta,neutral,13
samia aj sub ku sahi hy beta keh rae hy,neutral,39
fatima auntie thank u,neutral,21
phir to thank you uncles ko kehna chahiye,neutral,41
seriously dudie love yaa,neutral,24
hahahaha love you too,neutral,21
is tarha ky do namony or is ghar myn mojod hyn,neutral,46
ami ko ya zror thanks bolna meri trf say,neutral,40
chwl,neutral,4
whatsap pr q nahi a rge,neutral,23
kdr mari v,neutral,10
uncle aunty ko meri tarf sy shukriya kehna ok,neutral,45
stupid same to ur parents as wel,neutral,32
next time dono ko thnkx bolun ge,neutral,32
hahahah,neutral,7
g g mai smajh rahi hoon apki baat,neutral,33
next anty ko bol k aon gi,neutral,25
rabia qureshi,neutral,13
ammi abbu ko mera shukria bolin,neutral,31
mere tarf se uncle aunty ko thanks kehde plzz,neutral,45
what is this,neutral,12
thanx kehna mama ko meri traf se,neutral,32
kahan se sikhti ho jumlay,neutral,25
manaihal rathor,neutral,15
m kb kahon,neutral,10
koye bat nahi beta ya to mara frz tha,neutral,37
ati he nahi ub yr jab say hoi hu hahahhaha,neutral,42
hahahaha han pta hai mje achay se,neutral,33
hahhaha,neutral,7
hahaha tm b naa,neutral,15
kya masla hai,neutral,13
acha kehti gun kamini,neutral,21
aunti ko thanks keh deina zera,neutral,30
amna abbasi,neutral,11
funny,neutral,5
fahem,neutral,5
rida khan niazi,neutral,15
khalid mehmood,neutral,14
hehehe same to up,neutral,17
queeni_ifu thanks bolna mama baba ko,neutral,36
aapni ami se kh de meri trf se,neutral,30
maliha nd tarab thnks tu shkir unlce nd irfan uncle,neutral,51
uncle aunty ko thanks bol di meri terf se,neutral,41
haahahahahahaha welcome beta,neutral,28
some javed,neutral,10
thank you anti uncle,neutral,20
hahahaha d,neutral,10
one thnks frm side ur parents,neutral,29
welcome from my ammi abbu n salute to yur parents,neutral,49
aunty ko salaam,neutral,15
apnay parents ko thanks bolna mera,neutral,34
shukriyah aslam bhai,neutral,20
zakia aunty ka dhannay waad,neutral,27
hahaha tit for tat hogya,neutral,24
bji mn sri e kalli hu,neutral,21
nimra hanif,neutral,11
mahira khan,neutral,11
ma roof,neutral,7
figuratively,neutral,12
zra aunty ankl ko thanku bol dy,neutral,31
tu khud aa k bol dy,neutral,19
chal me ai,neutral,10
please convey my message,neutral,24
beta its kind of the other way round the namoona here should be you so thank auntyeven she would agree,neutral,102
ohh and how can u forgetim the innocent one,neutral,43
bolna apni mama ko,neutral,18
tm bhi meri taraf s apnay parents ko shukriyaa bolnaa,neutral,53
kardena meri taraf se thanks,neutral,28
what,neutral,4
tuh unko thanks bolegiitoh wo ulta tujhe thanks boldengi,neutral,56
anty uncle ko thanks bolna,neutral,26
ap tw rehn hi do,neutral,16
hahahaha q,neutral,10
zainab ali,neutral,10
sahi mai,neutral,8
plzz anty to thanks bol de meri taraf se,neutral,40
khud bol dy phn kr k,neutral,20
say thank u to them,neutral,19
welcome welcome,neutral,15
tag your friends,neutral,16
thnx to ur parents,neutral,18
yours too,neutral,9
nice,neutral,4
i miss u my namonay,neutral,19
shukria uncle or aunti ka,neutral,25
hahaha bc ma krne lgi thi tag neechy dekha tou tu hahaha tmhare mom dad ka b dil se shukrea ronay k sath,neutral,104
hahahhahhahahahhahhahhah,neutral,24
bol dena phopo ko,neutral,17
uncle ko thanku bolna mera p p,neutral,30
bolti hu aor tum bhi bolna,neutral,26
ammi ko puppy dy meri tarf say,neutral,30
unhey kehna na samina ki tarf say dy rahi hon or saath thank you b bol rahi hon,neutral,79
hehe oki i go n try,neutral,19
jo huwa wo b butana,neutral,19
namoooni,neutral,8
hahaha kro thanks mere parents ko,neutral,33
hahah waqai thanks un ka churail,neutral,32
tum aisi hi toh achchi ho,neutral,25
tm b shukr kro k main tmribst frnd hu,neutral,37
alhamdulillah,neutral,13
chl dawat kr meri,neutral,17
shuker hai ek he ho,neutral,19
tu to waqaii namoona hai,neutral,24
haan haann anmol namoona,neutral,24
aunty ko shukriya bolna,neutral,23
tum bhi,neutral,7
anti ko mera shukria kahen,neutral,26
bulao phir kbhi kushbu lga ke,neutral,29
yeh aunty k liye,neutral,16
han hume apni norms ka khayal rakhna chahiye apny songs pe nachna chahiyeeed,neutral,76
hahahhah,neutral,8
anty ko thanks bolna zara p,neutral,27
uncle anti ko shukriya bol do mera,neutral,34
tag iqra kindly,neutral,15
aunty ko salam dena mera,neutral,24
mere pas unka num nahi hai na,neutral,29
lol apka shukriya,neutral,17
hahhahah,neutral,8
wara,neutral,4
anty ko thnx bol dena p,neutral,23
rakhshanda ameen can help in it,neutral,31
rakhshanda ameen please convey my heartiest thanks,neutral,50
love you nd rakhshanda ameen is not active here anymore,neutral,55
abi anti to thnk u bol kar ati ho,neutral,33
hehehhehehe,neutral,11
hmm,neutral,3
amby sd,neutral,7
wellcom,neutral,7
sana naeem sehrish ayaz,neutral,23
hifza tahir,neutral,11
wania noughty,neutral,13
wah wah,neutral,7
saba noor,neutral,9
give my thanx to uncle n aunty,neutral,30
plz say thanks to uncle aunty from me,neutral,37
hahaha u too say thanks to uncle aunti wrna hm sb ka kya hota,neutral,61
ye tumary lia,neutral,13
diet coke with extra cheesy pizza is real diet meal,neutral,51
my dieting lol,neutral,14
meri nh teri thi aesi,neutral,21
my dieting likha hai uper,neutral,25
han phr sahi hai,neutral,16
yeh tumhari uss aunty ka liyay hai jis kay barey mein tum nay mujhay bataya tha,neutral,79
so true,neutral,7
phr apko fitness tips chaiye mjhse,neutral,34
hahaha em alwaayss readyy,neutral,25
control aunty,neutral,13
ap tu bus kisi ko kahta dekh ly mout nazar ati hai ap ko,neutral,56
bs aj s healthy routine start no more excusesok,neutral,47
walk nahi hy is routine main,neutral,28
chalen ap khte to wo b kr len g lkn bs ab routine nahi khrab krne,neutral,65
thats true lol but only applies to women,neutral,40
baki to sb theek haipar ye ubliii_hui_sabziyon wali diet na ho payee gi,neutral,71
its what we humans do when we dont want it enough or phr hum buhane bnate hen,neutral,77
why this post relates you,neutral,25
nhe nhe,neutral,7
aj kal yahe hoo rh hai green tea k sath beryani,neutral,47
ham aysa karna nahi chahtay bas ho jata hy,neutral,42
this is how i plan dieting,neutral,26
i eat all the junk n still im not you,neutral,37
hahahahahsaobia funny,neutral,21
urdu version of sarcasm only be creative plis stop copying,neutral,58
i hipe thus is not ur new diet plan,neutral,35
bas aisa to ho hi jaata hai,neutral,27
hahaha its me sara din dieting or rat me usi dieting se fighting,neutral,64
this is no one more than me,neutral,27
ar chess cake uski buht craving hoti aftr pizza and coke,neutral,56
burger,neutral,6
fu,neutral,2
reminds me of you acha sorry d,neutral,30
pizza burger side py krdo pr icecream to laaave hainaaaa,neutral,56
chapair react only,neutral,18
this caption sums up my routine,neutral,31
baaki sb tow theek hai magr heldi k urdu spelling correct kr len shukriya,neutral,73
story of our lives,neutral,18
your diet up after everything tch,neutral,33
no babe they are workingkeep calm bcz youve not seen me yet,neutral,59
but i do it gallan ice cream,neutral,28
healthy food khainn ap,neutral,22
typical story of my life,neutral,24
typical story of your life,neutral,26
is that true,neutral,12
is this the story of your healthy eating,neutral,40
ohh my ive got a real competition there cause i am gonna lose weight too,neutral,72
hahaha hum ra dieting plan,neutral,26
hy roz souchty hun,neutral,18
late night meals,neutral,16
this is my diet plan,neutral,20
kashif noonari jitni exercisr kr ly betaa tujh se nhin honaa vekh lenaa kh deti hn m,neutral,84
hahaha soch ly exercise ya men d,neutral,32
humari dieting,neutral,14
hahahahah haaan apii,neutral,20
true,neutral,4
ab to nikl gya jo niklna tha khair hay,neutral,38
nighters ki khuraak,neutral,19
ek gallon icecream d,neutral,20
i want ek gallon icecream d,neutral,27
tumhari koshishain,neutral,18
hahaha so me,neutral,12
hahha our floop diet plan,neutral,25
relatable kyun k hum to kuch khaaatyyy e nahi,neutral,45
yaaar hum itna toh nahi khatay,neutral,30
its about me,neutral,12
kal poori kar lain gay,neutral,22
hahahhaah,neutral,9
its a perfect diet plan fruits in the morning then salad and the vegetables p d and then eat junk food as much you want,neutral,119
i proudly present u,neutral,19
hahhahaha,neutral,9
faryal aijax,neutral,12
mai ne tmhe tag krne ki koshish ki mgr tm hui nhi,neutral,49
hihihi waoo,neutral,11
mra mod hora pizza oder krne ka heheh,neutral,37
accha ek kaam kro hamare yahan a kr order krdo,neutral,46
ok oder krdoge jb aye to payment krdyga ap se bhar k thori hai abhi oder marti hon,neutral,82
story of my life,neutral,16
healthy,neutral,7
our type of dieting,neutral,19
hahahatrue,neutral,10
hmari dieting,neutral,13
perfect diet plan,neutral,17
remind you of anyone,neutral,20
one day my plan will succeed for longer than two days,neutral,53
someone s story,neutral,15
rt mn jgny k mzy dkh,neutral,20
hahaha jaan g yeh ap hain,neutral,25
nooo i just had healthy food,neutral,28
yeh to tmhri wali dieting hai p,neutral,31
hahahahaye aap ki porii life ki summary hy,neutral,42
our situation hahahha,neutral,21
hahaha tmy kasy pata chal gaya,neutral,30
yeh hai meri wali dieting,neutral,25
hahaha yooooo man,neutral,17
this is your hubby,neutral,18
daily goals,neutral,11
hahahah hamari wali dietng,neutral,26
hahaha yess so us,neutral,17
blkul blkul,neutral,11
just a suggestion,neutral,17
na na na,neutral,8
hahahaa ye pakki tu hai d,neutral,25
dieting,neutral,7
tayyaba adhi raat pizza lel,neutral,27
ae tera hall hona ae,neutral,20
khabees hai tu khabees orat shraap na dy,neutral,40
ly dono hothon sy ly shrap,neutral,26
bas ab yeh start ker do,neutral,23
yehi scene hai dono traf,neutral,24
ji inshaallah,neutral,13
ia bus raat ko popcorns or burger or sath coke bus iskay ilawa kuch nahi,neutral,72
han itna tw chalta hai na,neutral,25
han na xd,neutral,9
baje wale prathy,neutral,16
hamari poori kahani,neutral,19
ap esy krti hn,neutral,14
struggle is real though,neutral,23
baby aesa naaa karnaaa,neutral,22
kal se deit,neutral,11
perfect dieting plan,neutral,20
inko aadhi raat tk sabr ki zroorat nahi biryani lunch mei khatay huway kaheingi ohh healthy food u kno good carbs i eat just clean adayeeeeiinnnn,neutral,145
apki baat chal rahi hy,neutral,22
aur chocolates kon khayega,neutral,26
wo to compulsory hy,neutral,19
yeh apk liay xd,neutral,15
huh khud tou jaise khate hu nhi,neutral,31
kal se pakka,neutral,12
dil or jalao baqi bnda aisa kr bhi le toh aisi post dekh k dheet ban jata,neutral,73
tu to jese km khati,neutral,19
inshallah,neutral,9
thats me,neutral,8
durre shahwar,neutral,13
minahill,neutral,8
ded me,neutral,6
ye tou hmri baat hri hai bhae,neutral,29
habiba sajjad,neutral,13
me hahaha,neutral,9
story of our life,neutral,17
hahaha ladiess,neutral,14
zahar khaker mar ja khabees,neutral,27
haha thts funny midnight cravings d,neutral,35
sanober rasheed,neutral,15
apki dieting be like,neutral,20
no coke,neutral,7
lets start bro,neutral,14
my diet plan,neutral,12
ohk done,neutral,8
hahaha saman razzaq,neutral,19
bhaeee waaaa,neutral,12
like us,neutral,7
my life story,neutral,13
ywh wli harkatein ap krti hn,neutral,28
haha really,neutral,11
kuch rha to nhe bahen,neutral,21
hayee so me,neutral,11
bori bhar k chips chips aur bus chips,neutral,37
perfect diet suggestions for me,neutral,31
its me,neutral,6
yessss,neutral,6
hahaa,neutral,5
arsaaaaa ho gaya nahi khaya,neutral,27
chicken donuts nuggets tempura khaa lo,neutral,38
fri chiks khaya hai,neutral,19
great ho apppp,neutral,14
ahahahah same story,neutral,19
pizza too,neutral,9
relates me,neutral,10
i m intelligent,neutral,15
gallon omg,neutral,10
hina ap mazak acha kr lati hai,neutral,30
hina ma kb pochiii,neutral,18
ap tips poch rhi thi mjsy ye lyn,neutral,32
kl risy mn,neutral,10
ap ko kis ny kaha mjy diet plans chey,neutral,37
ap ny khud hi frmaya,neutral,20
zabardast diet,neutral,14
hahahhaha kuch yad aya,neutral,22
haha nahi,neutral,9
mid night deel,neutral,14
zahrapervaiz,neutral,12
ussss,neutral,5
but fooddd,neutral,10
ap b is diet py ajao,neutral,20
aisi diet kiya karaind,neutral,22
me,neutral,2
hahahhahah,neutral,10
nabia noor this is so you,neutral,25
done,neutral,4
lets get pizza,neutral,14
adhi raat,neutral,9
hahahahaha exactly p,neutral,20
i lose kg,neutral,9
in week,neutral,7
thats great,neutral,11
wah,neutral,3
y lo betaaa tm,neutral,14
ye sach me mai hi hun,neutral,21
y ks ka diet plan,neutral,17
sarcasmonly kay chappay marny wali khabessaurat,neutral,47
jesa ap khush hum b razi,neutral,24
platform provide kon kar rha,neutral,28
not only sahir lodhi but such typrs of shows and also all indian dramas specially shows like big boss,neutral,101
jab jage tab sawera medam,neutral,25
tamam morning shows ko and hojana chahiy specially nida yasir yh dance and shadiyo kaa trend issi nyy he dkhaya hai bht morning show to ek he start howa thaa da true morning show subhae pakistan by amir liakat hussain wo hai morning show,neutral,237
not only zahir showpemra should block all the morning shows and start the day of tv channels with quran hadees and life of hazat muhammad pbuh so that our youth know the islamit is the major need of todays lifebecause wo dnt know islamwe dnt know how to spend our life according to islam,neutral,287
esko agar itna he shoq dance host ban nay ka to india chala jaye wahan ja k karta phiray apnay qaom k bachon ko kyon bigaar raha parents bhi saath besharam huye way nice step admin allah ap ko khush rakhay aameen aur es qaom ko hadayat de,neutral,238
show name ap ka sahir,neutral,21
hn lst tym main ny dkha iski rating thi baki py thy,neutral,51
dance hidu mazhab main ebadat hay or musaman k leye haram hay,neutral,61
tv channel name nd show name kia hai,neutral,36
iqrar ul hassan ne bataya k is din sahir k program ki ratting nd no pr thi to kon log show dekh rahe they awaam,neutral,111
sir g sahi kaha ap ny hum b ap k sath hain aghar hum appreciate karty hain to criticise bi karna,neutral,96
sub media ki nahi jch hamari apni especially parents ki b responsibilities hoti hy,neutral,82
key hum loog ab sirf soshal mideya par hi itjaj karen gey ya koi amli qadm be utain gey,neutral,87
uss kai day pakistan may red carpet show hoota hai,neutral,50
ager india may redcarpet show hoota hai,neutral,39
jazkallah,neutral,9
pakistan pemra mein b noon league k dalal bethe hain,neutral,52
shor na karo pemra soo raha hai,neutral,31
ary py b howe hen dance competition wo b,neutral,40
jab khatm hovyyy taaa dasssennn,neutral,31
season complete bhi ho gya ab to,neutral,32
kafi time bad yad aya,neutral,21
agree band hona chahiay,neutral,23
link send karein,neutral,16
kiya kia is nyyy,neutral,16
dec ko ye post facebook par load ke thee,neutral,40
han g or bs wohi purana aik show shuru ho jaye bas chacha g wala,neutral,64
procedure kya hai bhai,neutral,22
tv channel name kia hy,neutral,22
baqee humry hur cheese india say miltee hai,neutral,43
taab humray midia kahay hoo ta hai,neutral,34
please bataao,neutral,13
icka tarjumaa,neutral,13
kya keh dia hai janab,neutral,21
translate btaye,neutral,15
essi ayat mein ik aur ataaa ka bi hukam hai,neutral,43
jo bany wo bhugtay,neutral,18
allah hamarey pakistan key hifazat karey wrna hummtu appney bacho ko dosoro key khelaf sabaq sekatey hey,neutral,104
yeh agar in logo ko samajh aaye to bahter rahega,neutral,48
uska is post se koi taluq nahi he zndq,neutral,38
aur ye sab se zayda pakistan me hai,neutral,35
ye pakistan me hota hai,neutral,23
yahan kis but ki pooja ki jarahi hey,neutral,36
aitemad muhtarma usne tu kabhi hum ka khayal nhi rakha kabhi hum see nhi mila seedhy hinduo ky pass phnch gya shayad apky aqal pe tala laga hai,neutral,143
